"numer_kolumny";"nazwa_kolumny";"opis_kolumny"
1606;"fE1.10";"wyroby cukiernicze (slodycze, czekolada itd.) "
1607;"fE1.11";"uzywki (kawa, herbata, alkohol, papierosy) "
1608;"fE2";"Jakiej zazwyczaj wody uzywa Pan(i) gospodarstwo domowe do picia (do herbaty lub kawy)?"
1609;"fE3";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb zywnosciowych Pana(i) gospodarstwa domowego:"
1610;"fF1";"f1 Czy Pana(i) gospodarstwo domowe posiada jakies oszczednosci?"
1611;"fF2";"Jaka jest w przyblizeniu laczna wartosc posiadanych przez gospodarstwo domowe oszczednosci?"
1612;"fF3.1";"lokaty w bankach w zlotych "
1613;"fF3.2";"lokaty w bankach w walutach obcych "
1614;"fF3.3";"w obligacjach "
1615;"fF3.4";"w funduszach inwestycyjnych "
1616;"fF3.5";"Indywidualne Konto Emerytalne "
1617;"fF3.6";"w papierach wartosciowych notowanych na gieldzie "
1618;"fF3.7";"udzialy oraz akcje w prywatnych spolkach akcyjnych "
1619;"fF3.8";"lokaty w nieruchomosciach "
1620;"fF3.9";"lokaty w innych niz nieruchomosci dobrach materialnych "
1621;"fF3.10";"w gotowce "
1622;"fF3.11";"w polisie ubezpieczeniowej "
1623;"fF3.12";"w innej formie "
1624;"fF4.1";"f4 cele oszczednosci: biezace wydatki"
1625;"fF4.2";"f4 cele oszczednosciu: stale oplaty"
1626;"fF4.3";"f4 cele oszczednosci: dobra trwalego uzytku"
1627;"fF4.4";"f4 cele oszczednosci: zakup domu/mieszkania"
1628;"fF4.5";"f4 cele oszczednosci: remont domu/mieszkania"
1629;"fF4.6";"f4 cele oszczednosci: leczenie"
1630;"fF4.7";"f4 cel oszczednosci: rehebilitacja"
1631;"fF4.8";"f4 cel oszczednosci: wypoczynek"
1632;"fF4.9";"f4 cel oszczednosci: czarna godzina"
1633;"fF4.10";"f4 cel oszczednosci: przyszlosc dzieci"
1634;"fF4.11";"f4 cel oszczednosci: starosc"
1635;"fF4.12";"f4 cel oszczednosci: inne cele"
1636;"fF4.13";"f4 cel oszczednosci: bez celu"
1637;"fF5";"f5 Czy Pana(i) gospodarstwo domowe ma obecnie do splacenia pozyczki lub k"
1638;"fF6.1";"f6 gdzie kredyty bank"
1639;"fF6.2";"f6 gdzie kredyty inne instytucje"
1640;"fF6.3";"f6 gdzie kredyty osoby prywatne"
1641;"fF7";"Ile wynosi lacznie zadluzenie Pana(i) gospodarstwa domowego?"
1642;"fF8.1";"f8 cele kredytu: biezace wydatki"
1643;"fF8.2";"f8 cele kredytu: stale oplaty"
1644;"fF8.3";"f8 cele kredytu: dobra trwalego uzytku"
1645;"fF8.4";"f8 cele kredytu: zakup domu/mieszkania"
1646;"fF8.5";"f8 cele kredytu: remont domu/mieszkania"
1647;"fF8.6";"f8 cele kredytu: leczenie"
1648;"fF8.7";"f8 cele kredytu: narzedzia"
1649;"fF8.8";"f8 cele kredytu: wypoczynek"
1650;"fF8.9";"f8 cele kredytu: papiery wartosciowe"
1651;"fF8.10";"f8 cele kredytu: splata dlugow"
1652;"fF8.11";"f8 cele kredytu: wlasna dzialalnosc gospodarcza"
1653;"fF8.12";"f8 cele kredytu: ksztalcenie"
1654;"fF8.13";"f8 cele kredytu: inne cele"
1655;"fF9.1A";"pralka automatyczna"
1656;"fF9.2A";"zmywarka do naczyn"
1657;"fF9.3A";"kuchenka mikrofalowa"
1658;"fF9.4A";"telewizor LCD lub plazma"
1659;"fF9.5A";"platna telewizja"
1660;"fF9.6A";"odtwarzacz DVD"
1661;"fF9.7A";"kino domowe"
1662;"fF9.8A";"dom letniskowy"
1663;"fF9.9A";"komputer stacjonarny"
1664;"fF9.10A";"komputer przenosny"
1665;"fF9.11A";"czytnik ksiazek"
1666;"fF9.12A";"samochod"
1667;"fF9.13A";"dostep do internetu"
1668;"fF9.14A";"telefon stacjonarny"
1669;"fF9.15A";"lodz"
1670;"fF9.16A";"dzialka rekreacyjna"
1671;"fF9.1B";"pralka automatyczna"
1672;"fF9.2B";"zmywarka do naczyn"
1673;"fF9.3B";"kuchenka mikrofalowa"
1674;"fF9.4B";"telewizor LCD lub plazma"
1675;"fF9.5B";"platna telewizja"
1676;"fF9.6B";"odtwarzacz DVD"
1677;"fF9.7B";"kino domowe"
1678;"fF9.8B";"dom letniskowy"
1679;"fF9.9B";"komputer stacjonarny"
1680;"fF9.10B";"komputer przenosny"
1681;"fF9.11B";"czytnik ksiazek"
1682;"fF9.12B";"samochod"
1683;"fF9.13B";"dostep do internetu"
1684;"fF9.14B";"telefon stacjonarny"
1685;"fF9.15B";"lodz"
1686;"fF9.16B";"dzialka rekreacyjna"
1687;"fF9.9C";"liczba komputerow stacjonarnych"
1688;"fF9.10C";"liczba komputerow przenosnych"
1689;"fF9.12C";"liczba samochodow"
1690;"fF10";"Czy w porownaniu do sytuacji sprzed dwoch lat sytuacja materialna Pana(i) gospodarstwa domowego:"
1691;"fF11.1";"Przy robieniu zakupow najwazniejsza jest dla nas jakosc produktu. Cena jest kwestia drugorzedna."
1692;"fF11.2";"W naszym domu/mieszkaniu regularnie spotykamy sie z wieloma przyjaciolmi i krewnymi."
1693;"fF11.3";"Lubimy wydawac duzo pieniedzy na urzadzenia techniczne."
1694;"fF11.4";"Jestesmy na biezaco z nowoczesna technika."
1695;"fF12";"Czy zmienil(a)by Pan(i) operatora telefonu stacjonarnego lub komorkowego na operatora, ktory oferuje lacznie uslugi telefonii komorkowej, stacjonarnej i internetu?"
1696;"fF13";"Jesli w gospodarstwie jest komputer, (stacjonarny lub laptop, notebook, iPad, tablet), to od kiedy? "
1697;"fG1";"g1 Czy Pana(i) gospodarstwo domowe uzytkuje mieszkanie samodzielnie?"
1698;"fG2";"Jaka jest powierzchnia uzytkowa mieszkania zajmowanego przez gosp. domowe w pelnych m2 "
1699;"fG3.1";"wodociag"
1700;"fG3.2";"ustep splukiwany woda biezaca"
1701;"fG3.3";"lazienka z wanna lub prysznicem"
1702;"fG3.4";"ciepla woda biezaca"
1703;"fG3.5";"gaz z sieci"
1704;"fG3.6";"gaz z butli"
1705;"fG4";"Czy woda z wodociagu nadaje sie do picia bez przegotowania?"
1706;"fG5";"W jaki sposob ogrzewane jest mieszkanie?"
1707;"fG6.1";"Czy gospodarstwo domowe zalega z oplatami za mieszkanie (czynsz) "
1708;"fG6.2";"Czy gospodarstwo domowe zalega z oplatami za gaz, energie elektryczna "
1709;"fG6.3";"Czy gospodarstwo domowe zalega z splata kredytu mieszkaniowego "
1710;"fG7";"Czy w stosunku do sytuacji sprzed dwoch lat warunki mieszkaniowe Pana(i) gospodarstwa domowego:"
1711;"fH6.1";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do zrezygnowania z podjecia przez dziecko zajec dodatkowych?"
1712;"fH6.2";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do ograniczenia lub zawieszenia wplat na szkole? "
1713;"fH6.3";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do zrezygnowania z korzystania przez dziecko z obiadow w szkole?"
1714;"fH6.4";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do zrezygnowania z korepetycji dla dziecka? "
1715;"fH6.5";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do zmiany szkoly na wymagajaca mniejszych lub zadnych oplat?"
1716;"fH6.6";"Czy w obecnym roku szkolnym zostal zmuszony ze wzgledow finansowych do innych ograniczen? "
1717;"fH7";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pana(i) gospodarstwa domowego zwiazanych z ksztalceniem dzieci:"
1718;"fI1";"Czy gospodarstwo otrzymuje jakas pomoc z zewnatrz?"
1719;"fI2.1";"finansowej"
1720;"fI2.2";"rzeczowej "
1721;"fI2.3";"w formie uslug"
1722;"fJ1.1";"rezygnacja z kina"
1723;"fJ1.2";"rezygnacja z teatru, opery, operetki, filharmonii, koncertu"
1724;"fJ1.3";"rezygnacja z muzeum lub wystawy"
1725;"fJ1.4";"rezygnacja z zakupu ksiazki"
1726;"fJ1.5";"rezygnacja z zakupu prasy (gazet, tygodnikow, miesiecznikow)"
1727;"fJ2";"Ile jest (w przyblizeniu) w Panstwa domu ksiazek (bez podrecznikow szkolnych i instrukcji)"
1728;"fJ3";"j3 Czy w gospodarstwie jest jakis instrument muzyczny (pianino, gitara lu"
1729;"fJ4";"j4 czy ktos z czlonkow gospodarstwa gra na nim"
1730;"fJ5";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pan(i) gospodarstwa domowego zwiazanych z kultura:"
1731;"fJ6.1";"rezygnaca z kolonii, obozu, innych wyjazdow grupowych dzieci (niepelnoletnich)"
1732;"fJ6.2";"rezygnaca z urlopu, wyjazdow doroslych"
1733;"fJ6.3";"rezygnaca z wyjazdow rodzinnych (dorosli i dzieci niepelnoletnie)"
1734;"fJ7";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb Pan(i) gospodarstwa domowego zwiazanych z wypoczynkiem:"
1735;"fK1.1";"placowek sluzby zdrowia oplacanych przez NFZ"
1736;"fK1.2";"placowek, w ktorych trzeba placic z wlasnej kieszeni"
1737;"fK1.3";"placowek oplacanych przez pracodawce, ktory wykupil abonament"
1738;"fK2";"k2 Czy ktokolwiek z czlonkow Pana(i) gospodarstwa domowego przebywal w os"
1739;"fK2A";"k2 OSOBA"
1740;"fK2B";"k2 OSOBA"
1741;"fK2C";"k2 OSOBA"
1742;"fK3.1";"leczenie czy rozne badania w przychodniach i gabinetach, w ktorych oficjalnie placono za uslugi (w tym rowniez ponadstandardowych uslug stomatologow, ortodontow, sprzetu ortopedycznego, takze przynajmniej w czesci finansowanych przez NFZ itp.)"
1743;"fK3.2";"oplaty nieformalne, czyli tzw. dowody wdziecznosci, ktore mialy sprawic, ze opieka bedzie lepsza lub szybciej udzielona"
1744;"fK3.3";"prezenty jako dowod szczerej wdziecznosci za uzyskana juz opieke"
1745;"fK3.4";"oplaty w szpitalu publicznym (np. na tzw. cegielki, oplaty za nocne dyzury, znieczulenie, zakup lekow w aptece dla pacjenta leczonego w szpitalu itp.)"
1746;"fK4";"Prosze powiedziec, ile w sumie wydano w ciagu ostatnich 3 miesiecy na leki i inne artykuly farmaceutyczne zwiazane z choroba w Pana(i) gospodarstwie domowym"
1747;"fK5.1";"nie starczylo pieniedzy na realizacje recept lub wykupienie lekow zalecanych przez lekarza "
1748;"fK5.2";"z powodu braku pieniedzy nie leczyli Panstwo zebow "
1749;"fK5.3";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z uzyskania protez zebowych"
1750;"fK5.4";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z wizyt u lekarza"
1751;"fK5.5";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z badan medycznych (np. badania laboratoryjne, przeswietlenia, EKG)"
1752;"fK5.6";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z zabiegow rehabilitacyjnych "
1753;"fK5.7";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z wyjazdu do sanatorium "
1754;"fK5.8";"z powodu braku pieniedzy musieli Panstwo zrezygnowac z leczenia szpitalnego"
1755;"fK6.1";"chemicznego zanieczyszczenia zywnosci pestycydami lub innymi substancjami"
1756;"fK6.2";"obecnosci bakterii w zywnosci "
1757;"fK6.3";"nowych technologii w produkcji zywnosci"
1758;"fK6.4";"chorob przenoszonych ze zwierzat na ludzi, takich jak swinska lub ptasia grypa, BSE czyli choroba szalonych krow"
1759;"fK6.5";"innych chorob wirusowych, na ktore sa szczepionki "
1760;"fK6.6";"zanieczyszczenia kapielisk"
1761;"fK6.7";"niewlasciwych warunkow sanitarno-higienicznych w miejscach wypoczynku i zbiorowego zywienia"
1762;"fK7";"Gdyby dodatkowe ubezpieczenie zdrowotne gwarantowalo poprawe dostepu do uslug medycznych i ich jakosci, to czy Pana(ni) gospodarstwo domowe byloby gotowe wykupic takie ubezpieczenie?"
1763;"fK8";"Czy w porownaniu do sytuacji sprzed dwoch lat zaspokojenie potrzeb zdrowotnych Pana(i) gospodarstwa domowego:"
1764;"fL1";"l1 Ile wyniosl dochod netto w zl w poprzednim miesiacu w Pana(i) gospodar"
1765;"fL2";"l2 Ile wyniosl przecietny miesieczny dochod netto w zl w Pana(i) gospodar"
1766;"fL1P";"l1p dochod mc przedzial"
1767;"fL2P";"l2p dochod rok przedzial"
1768;"fL3";"Czy przy aktualnym dochodzie netto Pana(i) gospodarstwo domowe wiaze koniec z koncem?"
1769;"fL4";"l4 Jaki jest najnizszy miesieczny dochod netto w zl potrzebny do zwiazani"
1770;"fL5";"Ktore z nastepujacych okreslen najlepiej charakteryzuje sposob gospodarowania dochodem w Pana(i) gospodarstwie domowych?"
1771;"fL6";"l6 Czy stale dochody Pana(i) gospodarstwa domowego pozwalaja na zaspokoje"
1772;"fL7.1";"wykorzystuje zgromadzone oszczednosci"
1773;"fL7.2";"wyzbywa sie posiadanego majatku (sprzedaje dobra rzeczowe) lub oddaje rzeczy pod zastaw (do lombardu)"
1774;"fL7.3";"ogranicza biezace potrzeby"
1775;"fL7.4";"zaciaga pozyczki, kredyty"
1776;"fL7.5";"korzysta z pomocy krewnych"
1777;"fL7.6";"korzysta z pomocy kosciola/Caritasu"
1778;"fL7.7";"korzysta z pomocy opieki spolecznej"
1779;"fL7.8";"czlonek gospodarstwa podejmuje dodatkowa prace"
1780;"fL7.9";"podejmuje inne dzialania"
1781;"fL7.10";"nie podejmuje zadnych dzialan"
1782;"fL13";"Czy w porownaniu do sytuacji sprzed dwoch lat sytuacja dochodowa Pana(i) gospodarstwa domowego:"
1783;"fM1.1";"Deklaracje podatkowe"
1784;"fM1.2";"Uslugi Urzedu Pracy dotyczace ofert pracy"
1785;"fM1.3";"Sprawy zwiazane z zasilkami i swiadczeniami (np. zasilki dla bezrobotnych, opiekuncze, chorobowe, stypendia)"
1786;"fM1.4";"Sprawy dotyczace dokumentow osobistych (takich jak: paszport, dowod osobisty, prawo jazdy)"
1787;"fM1.5";"Rejestracja pojazdu."
1788;"fM1.6";"Pozwolenie na budowe."
1789;"fM1.7";"Policja, straz miejska, prokuratura - zglaszanie skarg i przestepstw."
1790;"fM1.8";"Dostep do bibliotek publicznych (przeszukiwanie katalogow, wypozyczanie ksiazek)"
1791;"fM1.9";"Zamawianie i otrzymywanie zaswiadczen lub odpisow aktow stanu cywilnego (np. urodzenia, malzenstwa)."
1792;"fM1.10";"Zapisy do zlobkow, przedszkoli, szkol i szkol wyzszych"
1793;"fM1.11";"Zmiana adresu zameldowania."
1794;"fM1.12";"Zalatwianie spraw urzedowych zwiazanych z dzialalnoscia gospodarcza"
1795;"fM1.13";"Uslugi zwiazane ze zdrowiem (np. informacje o uslugach dostepnych w publicznych placowkach sluzby zdrowia, o czasie oczekiwania na wizyte u lekarza, przyjecie do szpitala czy do sanatorium, o terminach i miejscach swiadczenia uslug zdrowotnych)"
1796;"fM1.14";"Zalatwianie spraw zwiazanych z wiara religijna i dzialalnoscia Kosciola"
1797;"fM1.15";"Inne sprawy urzedowe (zalatwiane np. w sadach, urzedach gminnych, powiatowych, wojewodzkich lub centralnych)"
1798;"fM2";"m2 Od jak dawna internet jest w Pana(i) domu? Prosze podac rok podlaczeni"
1799;"fM3.1";"dostep wdzwaniany (nie mozna jednoczesnie rozmawiac przez telefon i korzysac z internetu) "
1800;"fM3.2";"stale lacze u operatora telefonii stacjonarnej - neostrada, "
1801;"fM3.3";"stale lacze u innego operatora telefonii stacjonarnej (netia, dialog itp.)"
1802;"fM3.4";"stale lacze poprzez dostawce telewizji kablowej"
1803;"fM3.5";"inne stale lacze np.: siec osiedlowa, lacze lokalnego dostawcy internetu lub lacze wspoldzielone, sasiedzkie "
1804;"fM3.6";"staly dostep przez siec komorkowa np.: Orange Free, Blueconnect, iPlus, Play Online, Aster Mobile"
1805;"fM3.7";"dostep do internetu przez komorke (modem w komorce) "
1806;"fM3.8";"inne"
1807;"fM4";"Jesli gospodarstwo posiada stale lacze, to jaka jest jego predkosc? (kb/s czytaj kilobitow na sekunde; Mb/s czytaj megabitow na sekunde; Jezeli rozna predkosc w zaleznosci od pory dnia, prosze spytac o maksymalna predkosc podana w umowie z dostawca)"
1808;"fM5.1";"brak odpowiedniego sprzetu"
1809;"fM5.2";"brak mozliwosci technicznych korzystania z lacza stalego"
1810;"fM5.3";"wystarczajace mozliwosci korzystania z internetu gdzie indziej"
1811;"fM5.4";"internet nie jest nam potrzebny, "
1812;"fM5.5";"internet nie ma nic ciekawego do zaoferowania"
1813;"fM5.6";"wzgledy prywatnosci lub bezpieczenstwa"
1814;"fM5.7";"internet moze byc szkodliwy, np. moze demoralizowac dzieci, zabierac czas"
1815;"fM5.8";"koszty dostepu sa zbyt duze"
1816;"fM5.9";"brak odpowiednich umiejetnosci korzystania"
1817;"fM5.10";"inny powod"
1818;"fM5.11";"zamierzamy zalozyc dostep w tym roku"
1819;"fTypGD.1.7.2";"Typ biologiczny rodziny 2011"
1820;"FNCUb";"liczba jednostek ekwiwalentnych wyliczona lub oszacowana liniowo"
